GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G24000307026021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702602","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland",2577,"Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland",356
"G24000307026022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702602","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland",2516,"Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland",345
"G24000307026023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702602","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland",1027,"Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland",297
"G24000307027011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702701","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland",1215,"Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland",252
"G24000307027012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702701","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland",1370,"Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland",311
"G24000307027013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702701","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland",2015,"Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland",310
"G24000307027021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702702","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland",1586,"Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland",273
"G24000307027022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702702","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland",1987,"Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland",263
"G24000307061011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706101","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland",1227,"Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland",235
"G24000307061012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706101","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland",1651,"Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland",302
"G24000307061013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706101","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland",823,"Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland",211
"G24000307063011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706301","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland",1436,"Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland",418
"G24000307063012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706301","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland",1890,"Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland",324
"G24000307063013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706301","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland",961,"Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland",277
"G24000307063021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706302","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland",1406,"Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland",243
"G24000307063022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706302","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland",731,"Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland",187
"G24000307063023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706302","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland",947,"Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland",179
"G24000307064011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706401","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland",3097,"Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland",718
"G24000307064012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706401","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7064.01, Anne Arundel County, Maryland",2411,"Block Group 2, Census Tract 7064.01, Anne Arundel County, Maryland",561
"G24000307064013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706401","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7064.01, Anne Arundel County, Maryland",1742,"Block Group 3, Census Tract 7064.01, Anne Arundel County, Maryland",538
"G24000307064021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706402","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7064.02, Anne Arundel County, Maryland",1312,"Block Group 1, Census Tract 7064.02, Anne Arundel County, Maryland",311
"G24000307064022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706402","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7064.02, Anne Arundel County, Maryland",2028,"Block Group 2, Census Tract 7064.02, Anne Arundel County, Maryland",358
"G24000307065001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7065, Anne Arundel County, Maryland",1571,"Block Group 1, Census Tract 7065, Anne Arundel County, Maryland",656
"G24000307065002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7065, Anne Arundel County, Maryland",905,"Block Group 2, Census Tract 7065, Anne Arundel County, Maryland",319
"G24000307065003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7065, Anne Arundel County, Maryland",1778,"Block Group 3, Census Tract 7065, Anne Arundel County, Maryland",525
"G24000307065004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7065, Anne Arundel County, Maryland",1392,"Block Group 4, Census Tract 7065, Anne Arundel County, Maryland",333
"G24000307066001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7066, Anne Arundel County, Maryland",1084,"Block Group 1, Census Tract 7066, Anne Arundel County, Maryland",302
"G24000307066002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7066, Anne Arundel County, Maryland",2264,"Block Group 2, Census Tract 7066, Anne Arundel County, Maryland",342
"G24000307066003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7066, Anne Arundel County, Maryland",285,"Block Group 3, Census Tract 7066, Anne Arundel County, Maryland",98
"G24000307066004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7066, Anne Arundel County, Maryland",945,"Block Group 4, Census Tract 7066, Anne Arundel County, Maryland",228
"G24000307066005","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706600","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 7066, Anne Arundel County, Maryland",668,"Block Group 5, Census Tract 7066, Anne Arundel County, Maryland",360
"G24000307067001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"706700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7067, Anne Arundel County, Maryland",6052,"Block Group 1, Census Tract 7067, Anne Arundel County, Maryland",390
"G24000307070011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"707001","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7070.01, Anne Arundel County, Maryland",2263,"Block Group 1, Census Tract 7070.01, Anne Arundel County, Maryland",482
"G24000307070012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"707001","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7070.01, Anne Arundel County, Maryland",2255,"Block Group 2, Census Tract 7070.01, Anne Arundel County, Maryland",393
"G24000307070013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"707001","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7070.01, Anne Arundel County, Maryland",1620,"Block Group 3, Census Tract 7070.01, Anne Arundel County, Maryland",478
"G24000307070021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"707002","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7070.02, Anne Arundel County, Maryland",1500,"Block Group 1, Census Tract 7070.02, Anne Arundel County, Maryland",259
"G24000307070022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"707002","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7070.02, Anne Arundel County, Maryland",1046,"Block Group 2, Census Tract 7070.02, Anne Arundel County, Maryland",274
"G24000307070023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"707002","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7070.02, Anne Arundel County, Maryland",2158,"Block Group 3, Census Tract 7070.02, Anne Arundel County, Maryland",288
"G24000307080011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"708001","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7080.01, Anne Arundel County, Maryland",2066,"Block Group 1, Census Tract 7080.01, Anne Arundel County, Maryland",313
"G24000307080012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"708001","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7080.01, Anne Arundel County, Maryland",1491,"Block Group 2, Census Tract 7080.01, Anne Arundel County, Maryland",252
"G24000307080041","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"708004","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7080.04, Anne Arundel County, Maryland",1300,"Block Group 1, Census Tract 7080.04, Anne Arundel County, Maryland",383
"G24000307080042","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"708004","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7080.04, Anne Arundel County, Maryland",2523,"Block Group 2, Census Tract 7080.04, Anne Arundel County, Maryland",535
"G24000307080043","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"708004","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7080.04, Anne Arundel County, Maryland",2061,"Block Group 3, Census Tract 7080.04, Anne Arundel County, Maryland",439
"G24000307301001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7301, Anne Arundel County, Maryland",2747,"Block Group 1, Census Tract 7301, Anne Arundel County, Maryland",545
"G24000307301002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7301, Anne Arundel County, Maryland",2274,"Block Group 2, Census Tract 7301, Anne Arundel County, Maryland",601
"G24000307301003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7301, Anne Arundel County, Maryland",6563,"Block Group 3, Census Tract 7301, Anne Arundel County, Maryland",812
"G24000307302031","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730203","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7302.03, Anne Arundel County, Maryland",2187,"Block Group 1, Census Tract 7302.03, Anne Arundel County, Maryland",456
"G24000307302032","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730203","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7302.03, Anne Arundel County, Maryland",603,"Block Group 2, Census Tract 7302.03, Anne Arundel County, Maryland",181
"G24000307302033","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730203","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7302.03, Anne Arundel County, Maryland",1017,"Block Group 3, Census Tract 7302.03, Anne Arundel County, Maryland",400
"G24000307302034","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730203","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7302.03, Anne Arundel County, Maryland",1809,"Block Group 4, Census Tract 7302.03, Anne Arundel County, Maryland",414
"G24000307302041","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730204","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7302.04, Anne Arundel County, Maryland",2215,"Block Group 1, Census Tract 7302.04, Anne Arundel County, Maryland",410
"G24000307302042","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730204","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7302.04, Anne Arundel County, Maryland",2693,"Block Group 2, Census Tract 7302.04, Anne Arundel County, Maryland",520
"G24000307302043","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730204","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7302.04, Anne Arundel County, Maryland",1201,"Block Group 3, Census Tract 7302.04, Anne Arundel County, Maryland",443
"G24000307303001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7303, Anne Arundel County, Maryland",2391,"Block Group 1, Census Tract 7303, Anne Arundel County, Maryland",352
"G24000307303002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7303, Anne Arundel County, Maryland",1119,"Block Group 2, Census Tract 7303, Anne Arundel County, Maryland",283
"G24000307304011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730401","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7304.01, Anne Arundel County, Maryland",3539,"Block Group 1, Census Tract 7304.01, Anne Arundel County, Maryland",459
"G24000307304012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730401","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7304.01, Anne Arundel County, Maryland",1778,"Block Group 2, Census Tract 7304.01, Anne Arundel County, Maryland",394
"G24000307304021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730402","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7304.02, Anne Arundel County, Maryland",1926,"Block Group 1, Census Tract 7304.02, Anne Arundel County, Maryland",557
"G24000307304022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730402","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7304.02, Anne Arundel County, Maryland",2425,"Block Group 2, Census Tract 7304.02, Anne Arundel County, Maryland",612
"G24000307304023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730402","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7304.02, Anne Arundel County, Maryland",1732,"Block Group 3, Census Tract 7304.02, Anne Arundel County, Maryland",527
"G24000307305021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7305.02, Anne Arundel County, Maryland",1907,"Block Group 1, Census Tract 7305.02, Anne Arundel County, Maryland",509
"G24000307305022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730502","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7305.02, Anne Arundel County, Maryland",2153,"Block Group 2, Census Tract 7305.02, Anne Arundel County, Maryland",679
"G24000307305023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730502","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7305.02, Anne Arundel County, Maryland",2148,"Block Group 3, Census Tract 7305.02, Anne Arundel County, Maryland",388
"G24000307305041","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730504","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7305.04, Anne Arundel County, Maryland",2966,"Block Group 1, Census Tract 7305.04, Anne Arundel County, Maryland",618
"G24000307305042","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730504","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7305.04, Anne Arundel County, Maryland",2699,"Block Group 2, Census Tract 7305.04, Anne Arundel County, Maryland",686
"G24000307305043","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730504","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7305.04, Anne Arundel County, Maryland",2241,"Block Group 3, Census Tract 7305.04, Anne Arundel County, Maryland",480
"G24000307305051","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730505","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7305.05, Anne Arundel County, Maryland",3938,"Block Group 1, Census Tract 7305.05, Anne Arundel County, Maryland",500
"G24000307305052","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730505","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7305.05, Anne Arundel County, Maryland",1049,"Block Group 2, Census Tract 7305.05, Anne Arundel County, Maryland",356
"G24000307305061","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730506","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7305.06, Anne Arundel County, Maryland",730,"Block Group 1, Census Tract 7305.06, Anne Arundel County, Maryland",206
"G24000307305062","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730506","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7305.06, Anne Arundel County, Maryland",898,"Block Group 2, Census Tract 7305.06, Anne Arundel County, Maryland",273
"G24000307305063","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"730506","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7305.06, Anne Arundel County, Maryland",1866,"Block Group 3, Census Tract 7305.06, Anne Arundel County, Maryland",460
